ID,Name,State,PROJECTs_List,Description
2819,Work11,On,[], 11all projects that relate to Work at Intel go here
2821,Work21,On,[], 21all projects that relate to Work at Intel go here
2839,Work1,On,[], 1all projects that relate to Work at Intel go here
2843,Work2,On,[], 2all projects that relate to Work at Intel go here
2859,Work11,On,[], 11all projects that relate to Work at Intel go here
2861,Work21,On,[], 21all projects that relate to Work at Intel go here
2879,Work1,On,[], 1all projects that relate to Work at Intel go here
2883,Work2,On,[], 2all projects that relate to Work at Intel go here
2899,Work11,On,[], 11all projects that relate to Work at Intel go here
2901,Work21,On,[], 21all projects that relate to Work at Intel go here
2919,Work1,On,[], 1all projects that relate to Work at Intel go here
2923,Work2,On,[], 2all projects that relate to Work at Intel go here
2939,Work11,On,[], 11all projects that relate to Work at Intel go here
2941,Work21,On,[], 21all projects that relate to Work at Intel go here
2959,Work1,On,[], 1all projects that relate to Work at Intel go here
2963,Work2,On,[], 2all projects that relate to Work at Intel go here
2979,Work11,On,[], 11all projects that relate to Work at Intel go here
2981,Work21,On,[], 21all projects that relate to Work at Intel go here
2999,Work1,On,[], 1all projects that relate to Work at Intel go here
3003,Work2,On,[], 2all projects that relate to Work at Intel go here
3019,Work11,On,[], 11all projects that relate to Work at Intel go here
3021,Work21,On,[], 21all projects that relate to Work at Intel go here
3039,Work1,On,[], 1all projects that relate to Work at Intel go here
3043,Work2,On,[], 2all projects that relate to Work at Intel go here
3059,Work11,On,[], 11all projects that relate to Work at Intel go here
3061,Work21,On,[], 21all projects that relate to Work at Intel go here
3079,Work1,On,[], 1all projects that relate to Work at Intel go here
3081,Work1,On,[], 1all projects that relate to Work at Intel go here
3083,Work1,On,[], 1all projects that relate to Work at Intel go here
3085,Work1,On,[], 1all projects that relate to Work at Intel go here
3087,Work1,On,[], 1all projects that relate to Work at Intel go here
3089,Work1,On,[], 1all projects that relate to Work at Intel go here
3091,Work1,On,[], 1all projects that relate to Work at Intel go here
3093,Work1,On,[], 1all projects that relate to Work at Intel go here
3095,Work1,On,[], 1all projects that relate to Work at Intel go here
3097,Work1,On,[], 1all projects that relate to Work at Intel go here
3099,Work1,On,[], 1all projects that relate to Work at Intel go here
3101,Work1,On,[], 1all projects that relate to Work at Intel go here
3103,Work1,On,[], 1all projects that relate to Work at Intel go here
3175,Work1,On,[], 1all projects that relate to Work at Intel go here
3179,Work2,On,[], 2all projects that relate to Work at Intel go here
3195,Work11,On,[], 11all projects that relate to Work at Intel go here
3197,Work21,On,[], 21all projects that relate to Work at Intel go here
3218,Work1,On,[], 1all projects that relate to Work at Intel go here
3222,Work2,On,[], 2all projects that relate to Work at Intel go here
3238,Work11,On,[], 11all projects that relate to Work at Intel go here
3240,Work21,On,[], 21all projects that relate to Work at Intel go here
3261,Work1,On,[], 1all projects that relate to Work at Intel go here
3265,Work2,On,[], 2all projects that relate to Work at Intel go here
3281,Work11,On,[], 11all projects that relate to Work at Intel go here
3283,Work21,On,[], 21all projects that relate to Work at Intel go here
3304,Work1,On,[], 1all projects that relate to Work at Intel go here
3308,Work2,On,[], 2all projects that relate to Work at Intel go here
3324,Work11,On,[], 11all projects that relate to Work at Intel go here
3326,Work21,On,[], 21all projects that relate to Work at Intel go here
